Country,Beverage Types,2016,2015,2014,2013,2012,2011,2010
Solomon Islands, Beer,,0.94,0.91,0.94,0.96,0.99,0.99
Solomon Islands, Wine,,0.03,0.03,0.04,0.04,0.03,0.03
Solomon Islands, Spirits,,0,0,0,0,0.03,0.07
Solomon Islands, Other alcoholic beverages,,0,0,0,0,0,0
Somalia, All types,,0,0,0,0,0,0
Somalia, Beer,,0,0,0,0,0,0
Somalia, Wine,,0,0,0,0,0,0
Somalia, Spirits,,0,0,0,0,0,0
Somalia, Other alcoholic beverages,,0,0,0,0,0,0
South Africa, All types,7.12,7.12,7.17,7.19,7.26,7.28,7.28
South Africa, Beer,3.99,3.94,4,4.07,4.15,4.21,4.19
South Africa, Wine,1.32,1.3,1.24,1.19,1.21,1.22,1.22
South Africa, Spirits,1.27,1.31,1.31,1.31,1.31,1.29,1.33
South Africa, Other alcoholic beverages,0.54,0.56,0.62,0.62,0.59,0.55,0.54
Spain, All types,8.58,8.26,8.7,8.77,8.83,9.01,9.78
Spain, Beer,4.64,4.51,4.35,4.42,4.41,4.4,4.87
Spain, Wine,1.55,1.55,2.16,2.15,2.21,2.2,2.15
Spain, Spirits,2.39,2.21,2.19,2.2,2.2,2.42,2.76
Spain, Other alcoholic beverages,0,0,0,0,0,0,0
Sri Lanka, All types,,2.72,2.45,2.65,2.89,3.03,2.31
Sri Lanka, Beer,,0.36,0.37,0.4,0.4,0.28,0.3
Sri Lanka, Wine,,0.01,0.01,0,0,0,0
Sri Lanka, Spirits,,2.31,2.03,2.18,2.43,2.7,1.97
Sri Lanka, Other alcoholic beverages,,0.04,0.05,0.06,0.06,0.05,0.04
Sudan, All types,,,,0.06,0,,
Sudan, Beer,,,,0.04,0,,
Sudan, Wine,,,,0,0,,
Sudan, Spirits,,,,0.02,0,,
Sudan, Other alcoholic beverages,,,,0,0,,
Suriname, All types,4.22,4.69,5.41,5.95,5.75,5.66,5.27
Suriname, Beer,1.9,2.05,2.15,2.11,2.07,2.04,2.03
Suriname, Wine,0.15,0.15,0.17,0.19,0.11,0.16,0.13
Suriname, Spirits,2.06,2.36,2.94,3.41,3.34,3.25,2.94
Suriname, Other alcoholic beverages,0.12,0.14,0.16,0.23,0.23,0.21,0.18
Sweden, All types,7.18,7.16,7.2,7.32,7.23,7.34,7.31
Sweden, Beer,2.61,2.62,2.64,2.65,2.63,2.7,2.67
Sweden, Wine,3.43,3.42,3.46,3.5,3.43,3.47,3.4
Sweden, Spirits,1.01,1.01,0.99,1.06,1.05,1.05,1.11
Sweden, Other alcoholic beverages,0.12,0.11,0.11,0.11,0.12,0.12,0.13
Switzerland, All types,9.43,9.62,9.62,9.74,9.87,9.99,10.01
Switzerland, Beer,3.03,3.17,3.17,3.17,3.17,3.17,3.18
Switzerland, Wine,4.54,4.58,4.58,4.69,4.7,4.82,4.94
Switzerland, Spirits,1.75,1.76,1.76,1.76,1.88,1.88,1.77
Switzerland, Other alcoholic beverages,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Syrian Arab Republic, All types,,0.23,0.2,0.15,0.21,0.6,0.76
Syrian Arab Republic, Beer,,0.03,0.02,0.01,0.02,0.08,0.1
Syrian Arab Republic, Wine,,0,0,0,0,0.01,0.01
Syrian Arab Republic, Spirits,,0.2,0.18,0.13,0.19,0.51,0.65
Syrian Arab Republic, Other alcoholic beverages,,0,0,0,0,0,0
Tajikistan, All types,0.91,0.9,0.87,0.79,0.76,0.7,0.67
Tajikistan, Beer,0.35,0.36,0.4,0.39,0.36,0.36,0.29
Tajikistan, Wine,0.01,0.01,0.02,0.02,0.02,0.02,0.02
Tajikistan, Spirits,0.56,0.53,0.45,0.38,0.38,0.32,0.37
Tajikistan, Other alcoholic beverages,0,0,0,0,0,0,0
Thailand, All types,,6.57,6.9,6.79,7.09,7.14,6.7
Thailand, Beer,,1.86,2.1,2.22,2.11,1.94,1.86
Thailand, Wine,,0.18,0.18,0.17,0.15,0.12,0.09
Thailand, Spirits,,4.53,4.62,4.4,4.83,5.08,4.75
Thailand, Other alcoholic beverages,,0,0,0,0,0,0
Republic of North Macedonia, All types,4.83,4.68,3.75,3.81,3.74,3.74,3.76
Republic of North Macedonia, Beer,1.7,1.67,1.66,1.72,1.67,1.61,1.6
Republic of North Macedonia, Wine,2.25,2.15,1.23,1.23,1.24,1.26,1.26
Republic of North Macedonia, Spirits,0.84,0.84,0.83,0.83,0.81,0.85,0.87
Republic of North Macedonia, Other alcoholic beverages,0.03,0.03,0.03,0.03,0.02,0.02,0.02
Timor-Leste, All types,,0.56,0.56,0.56,0.57,0.46,0.09
Timor-Leste, Beer,,0.38,0.38,0.38,0.39,0.33,0.02
Timor-Leste, Wine,,0.18,0.18,0.18,0.19,0.08,0.05
Timor-Leste, Spirits,,0,0,0,0,0.05,0.02
Timor-Leste, Other alcoholic beverages,,0,0,0,0,0,0
Togo, All types,,1.66,1.66,1.63,1.38,1.53,1.3
Togo, Beer,,0.61,0.61,0.58,0.52,0.49,0.63
Togo, Wine,,0.26,0.27,0.27,0.36,0.34,0.29
Togo, Spirits,,0.3,0.3,0.3,0.31,0.35,0.02
Togo, Other alcoholic beverages,,0.48,0.48,0.48,0.18,0.36,0.37
Tonga, All types,,,,0.37,0.54,0.96,1.24
Tonga, Beer,,,,0.22,0.35,0.53,0.92
Tonga, Wine,,,,0.04,0.12,0.1,0.09
Tonga, Spirits,,,,0.1,0.07,0.32,0.23
Tonga, Other alcoholic beverages,,,,0,0,0,0
Trinidad and Tobago, All types,7.52,6.87,6.88,6.68,6.68,6.5,6.5
Trinidad and Tobago, Beer,4.35,3.73,3.68,3.6,3.58,3.51,3.53
Trinidad and Tobago, Wine,0.25,0.25,0.29,0.2,0.15,0.13,0.13
Trinidad and Tobago, Spirits,2.79,2.77,2.79,2.78,2.84,2.76,2.75
Trinidad and Tobago, Other alcoholic beverages,0.12,0.13,0.13,0.11,0.11,0.1,0.1
Tunisia, All types,1.4,1.42,1.49,1.4,1.39,1.28,1.27
Tunisia, Beer,1.01,1.04,0.95,0.85,0.85,0.85,0.87
Tunisia, Wine,0.34,0.33,0.48,0.48,0.48,0.38,0.35
Tunisia, Spirits,0.05,0.05,0.05,0.06,0.06,0.06,0.06
Tunisia, Other alcoholic beverages,0,0,0,0,0,0,0.01
Turkey, All types,1.29,1.4,1.44,1.4,1.53,1.51,1.49
Turkey, Beer,0.74,0.8,0.83,0.78,0.9,0.84,0.86
Turkey, Wine,0.11,0.13,0.13,0.13,0.12,0.12,0.13
Turkey, Spirits,0.44,0.47,0.48,0.49,0.51,0.55,0.5
Turkey, Other alcoholic beverages,0,0,0,0,0,0,0
Turkmenistan, All types,3.43,3.39,3.85,3.88,3.7,3.56,3.55
Turkmenistan, Beer,0.92,0.87,0.81,0.83,0.64,0.44,0.35
Turkmenistan, Wine,1.21,1.22,1.76,1.76,1.76,1.8,1.88
Turkmenistan, Spirits,1.31,1.3,1.28,1.29,1.3,1.31,1.32
Turkmenistan, Other alcoholic beverages,0,0,0,0,0,0,0
Tuvalu, All types,,,,1.63,1.91,1.34,1.02
Tuvalu, Beer,,,,0.01,0,0.13,0.11
Tuvalu, Wine,,,,1.38,1.79,1.15,0.55
Tuvalu, Spirits,,,,0.23,0.12,0.06,0.36
Tuvalu, Other alcoholic beverages,,,,0,0,0,0
Uganda, All types,,7.63,7.67,7.58,8.3,11.59,11.3
Uganda, Beer,,0.84,0.89,0.79,0.93,0.74,0.69
Uganda, Wine,,0.01,0.01,0.01,0.01,0.01,0.01
Uganda, Spirits,,0.23,0.23,0.23,0.29,0.22,0.16
Uganda, Other alcoholic beverages,,6.54,6.54,6.54,7.07,10.63,10.44
Ukraine, All types,5.82,5.75,6.22,7.11,8.18,8.77,8.81
Ukraine, Beer,2.46,2.46,2.94,3.21,3.27,3.31,3.36
Ukraine, Wine,0.31,0.32,0.32,0.38,0.48,0.58,0.6
Ukraine, Spirits,3,2.56,2.56,3.04,3.88,4.28,4.24
Ukraine, Other alcoholic beverages,0.04,0.4,0.4,0.48,0.55,0.61,0.61
United Arab Emirates, All types,2.1,2.03,1.94,1.86,1.79,1.76,1.7
United Arab Emirates, Beer,0.21,0.21,0.2,0.19,0.19,0.18,0.19
United Arab Emirates, Wine,0.16,0.14,0.14,0.12,0.12,0.11,0.11
United Arab Emirates, Spirits,1.72,1.68,1.6,1.54,1.48,1.46,1.4
United Arab Emirates, Other alcoholic beverages,0.01,0.01,0.01,0.01,0.01,0.01,0.01
United Kingdom of Great Britain and Northern Ireland, All types,9.81,9.82,9.69,9.65,9.76,10.02,10.22
United Kingdom of Great Britain and Northern Ireland, Beer,3.44,3.49,3.48,3.38,3.46,3.65,3.76
United Kingdom of Great Britain and Northern Ireland, Wine,3.5,3.48,3.38,3.36,3.3,3.3,3.3
United Kingdom of Great Britain and Northern Ireland, Spirits,2.21,2.13,2.07,2.09,2.16,2.17,2.25
United Kingdom of Great Britain and Northern Ireland, Other alcoholic beverages,0.66,0.73,0.76,0.83,0.84,0.9,0.91
United Republic of Tanzania, All types,,6.16,6.16,6.2,5.84,6.62,6.65
United Republic of Tanzania, Beer,,0.75,0.76,0.8,0.76,0.69,0.66
United Republic of Tanzania, Wine,,0.02,0.02,0.02,0.02,0.01,0.01
United Republic of Tanzania, Spirits,,0.1,0.1,0.1,0.21,0.1,0.24
United Republic of Tanzania, Other alcoholic beverages,,5.28,5.28,5.28,4.84,5.81,5.74
United States of America, All types,,8.78,8.77,8.81,8.86,8.66,8.56
United States of America, Beer,,4.13,4.15,4.23,4.29,4.22,4.3
United States of America, Wine,,1.59,1.61,1.59,1.6,1.55,1.45
United States of America, Spirits,,3.07,3.01,2.99,2.96,2.89,2.81
United States of America, Other alcoholic beverages,,,0,0,0,0,0
Uruguay, All types,,9.03,9.06,8.7,8.47,8.75,8.52
Uruguay, Beer,,3.18,3.19,3.2,3.34,3.22,2.97
Uruguay, Wine,,3.94,3.83,3.97,3.72,4.12,4.13
Uruguay, Spirits,,1.91,2.04,1.53,1.41,1.42,1.42
Uruguay, Other alcoholic beverages,,0,0,0,0,0,0
Uzbekistan, All types,1.6,1.61,1.51,1.56,1.52,1.77,1.79
Uzbekistan, Beer,0.55,0.55,0.45,0.5,0.56,0.8,0.84
Uzbekistan, Wine,0.14,0.14,0.13,0.13,0.13,0.13,0.12
Uzbekistan, Spirits,0.91,0.91,0.92,0.92,0.83,0.84,0.83
Uzbekistan, Other alcoholic beverages,0,0,0,0,0,0,0
Vanuatu, All types,,0.85,0.86,0.98,1.04,0.85,0.91
Vanuatu, Beer,,0.33,0.34,0.47,0.49,0.37,0.34
Vanuatu, Wine,,0.22,0.22,0.2,0.24,0.17,0.19
Vanuatu, Spirits,,0.31,0.31,0.31,0.31,0.31,0.38
Vanuatu, Other alcoholic beverages,,0,0,0,0,0.01,0
Venezuela (Bolivarian Republic of), All types,3.87,5.98,6.41,6.66,6.65,6.7,7.18
Venezuela (Bolivarian Republic of), Beer,2.68,4.7,4.94,4.93,4.86,5.02,5.45
Venezuela (Bolivarian Republic of), Wine,0.01,0.01,0.05,0.04,0.1,0.09,0.06
Venezuela (Bolivarian Republic of), Spirits,1.13,1.22,1.35,1.62,1.63,1.53,1.62
Venezuela (Bolivarian Republic of), Other alcoholic beverages,0.05,0.05,0.07,0.07,0.06,0.05,0.05
Viet Nam, All types,3.1,2.92,2.74,2.66,2.5,2.37,2.18
Viet Nam, Beer,2.83,2.67,2.5,2.43,2.33,2.24,2.07
Viet Nam, Wine,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Viet Nam, Spirits,0.24,0.23,0.21,0.21,0.14,0.11,0.09
Viet Nam, Other alcoholic beverages,0,0,0,0,0,0,0
Yemen, All types,,0.04,0.04,0.04,0.04,0.04,0.05
Yemen, Beer,,0.03,0.03,0.03,0.04,0.03,0.05
Yemen, Wine,,0,0,0,0,0,0
Yemen, Spirits,,0,0,0,0,0,0
Yemen, Other alcoholic beverages,,0,0,0,0,0,0
Zambia, All types,,2.89,2.93,2.81,2.96,2.93,2.95
Zambia, Beer,,1.05,1.08,0.99,0.82,0.7,0.58
Zambia, Wine,,0.08,0.09,0.07,0.06,0.06,0.07
Zambia, Spirits,,0.01,0.01,0.01,0.38,0.34,0.35
Zambia, Other alcoholic beverages,,1.75,1.75,1.75,1.7,1.83,1.95
Zimbabwe, All types,,3.55,3.44,3.34,3.45,3.34,2.92
Zimbabwe, Beer,,2.23,2.12,2.05,2.07,2.05,1.67
Zimbabwe, Wine,,0.05,0.05,0.13,0.09,0.13,0.1
Zimbabwe, Spirits,,0.43,0.43,0.32,0.44,0.32,0.34
Zimbabwe, Other alcoholic beverages,,0.85,0.85,0.83,0.85,0.83,0.81
